Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Agendamento;BA;Boyce Tennant;14/06/2023;Aprovação;00:09:22;R$ 904,00
Contato;PE;Jodi Moyle;14/06/2023;Aprovação;00:14:53;R$ 6.561,00
Agendamento;PE;Bank Vertigan;14/06/2023;Aprovação;00:10:41;R$ 24.448,00
Contato;BA;Jermain Tolle;14/06/2023;Fraude;00:01:02;R$ 7.082,00
Contato;SP;Idette Thyer;14/06/2023;Aprovação;00:14:53;R$ 23.759,00
Agendamento;BA;Sianna Maypowder;14/06/2023;Aprovação;00:03:21;R$ 11.187,00
Agendamento;SP;Carol-jean Bortolotti;14/06/2023;Pendência;00:01:16;R$ 11.373,00
Agendamento;PI;Gavrielle O' Neligan;14/06/2023;Aprovação;00:21:53;R$ 4.665,00
Agendamento;AP;Seth Coley;14/06/2023;Reprova;00:13:32;R$ 24.262,00
Contato;RO;Lilas Brahms;14/06/2023;Aprovação;00:17:02;R$ 7.693,00
Vendas;CE;Natal Domoney;14/06/2023;Fraude;00:18:20;R$ 1.402,00
Vendas;TO;Kenyon Baugh;14/06/2023;Pendência;00:18:49;R$ 9.141,00
Agendamento;PR;Gavrielle O' Neligan;14/06/2023;Aprovação;00:06:46;R$ 14.564,00
Agendamento;MS;Sianna Maypowder;14/06/2023;Aprovação;00:28:38;R$ 10.285,00
Vendas;RS;Joli Trebilcock;14/06/2023;Fraude;00:14:03;R$ 22.054,00
Contato;RO;Natal Domoney;14/06/2023;Aprovação;00:12:18;R$ 17.700,00
Vendas;PR;Jermain Tolle;14/06/2023;Fraude;00:16:35;R$ 17.315,00
Contato;GO;Erma Larn;14/06/2023;Aprovação;00:20:19;R$ 22.744,00
Contato;TO;Gavrielle O' Neligan;14/06/2023;Fraude;00:29:27;R$ 15.042,00
Vendas;PA;Osgood Castaignet;14/06/2023;Aprovação;00:08:57;R$ 10.550,00
Contato;GO;Cathryn MacGibbon;14/06/2023;Aprovação;00:17:40;R$ 11.984,00
Vendas;AP;Lucie Mongan;14/06/2023;Aprovação;00:17:24;R$ 3.513,00
Contato;SP;Natal Domoney;14/06/2023;Fraude;00:21:58;R$ 206,00
Contato;PA;Abbie Capin;14/06/2023;Aprovação;00:14:25;R$ 18.459,00
Agendamento;MG;Jermain Tolle;14/06/2023;Reprova;00:18:59;R$ 5.192,00
Agendamento;PI;Lilas Brahms;14/06/2023;Fraude;00:09:34;R$ 20.268,00
Vendas;DF;Katya Craghead;14/06/2023;Aprovação;00:19:45;R$ 8.936,00
Agendamento;AP;Leonardo Davion;14/06/2023;Aprovação;00:11:44;R$ 9.420,00
Contato;ES;Serena Bale;14/06/2023;Fraude;00:28:14;R$ 4.953,00
Agendamento;RR;Boyce Tennant;14/06/2023;Aprovação;00:18:40;R$ 22.661,00
Contato;ES;Sianna Maypowder;14/06/2023;Fraude;00:18:54;R$ 24.999,00
Vendas;ES;Leonardo Davion;14/06/2023;Aprovação;00:01:35;R$ 2.478,00
Agendamento;RJ;Lucie Mongan;14/06/2023;Reprova;00:17:57;R$ 24.872,00
Vendas;TO;Natal Domoney;14/06/2023;Aprovação;00:06:09;R$ 3.304,00
Vendas;RR;Christean Birrel;14/06/2023;Aprovação;00:08:45;R$ 1.908,00
Agendamento;CE;Erma Larn;14/06/2023;Reprova;00:14:24;R$ 17.175,00
Vendas;SC;Osgood Castaignet;14/06/2023;Fraude;00:04:25;R$ 11.759,00
Agendamento;TO;Tawsha Fincher;14/06/2023;Pendência;00:05:36;R$ 1.691,00
Contato;PE;Kenyon Baugh;14/06/2023;Aprovação;00:18:12;R$ 19.525,00
Vendas;MA;Tawsha Fincher;14/06/2023;Aprovação;00:19:27;R$ 5.596,00
Agendamento;MA;Leonardo Davion;14/06/2023;Pendência;00:13:28;R$ 14.750,00
Agendamento;AL;Osgood Castaignet;14/06/2023;Aprovação;00:23:13;R$ 890,00
Vendas;MT;Lucie Mongan;14/06/2023;Aprovação;00:06:58;R$ 3.805,00
Contato;AL;Leonardo Davion;14/06/2023;Fraude;00:22:31;R$ 18.667,00
Contato;SE;Jermain Tolle;14/06/2023;Reprova;00:21:58;R$ 601,00
Agendamento;PB;Jermain Tolle;14/06/2023;Fraude;00:10:56;R$ 7.584,00
Agendamento;BA;Byron Fairbard;14/06/2023;Reprova;00:13:26;R$ 3.273,00
Contato;AL;Cathryn MacGibbon;14/06/2023;Fraude;00:11:50;R$ 21.054,00
Agendamento;AM;Tawsha Fincher;14/06/2023;Pendência;00:05:26;R$ 17.065,00
Vendas;DF;Leonardo Davion;14/06/2023;Aprovação;00:07:33;R$ 14.868,00
Contato;RJ;Obadiah Kinde;14/06/2023;Aprovação;00:03:12;R$ 9.219,00
Vendas;TO;Shanda Ismay;14/06/2023;Aprovação;00:29:29;R$ 9.316,00
Contato;RO;Erma Larn;14/06/2023;Fraude;00:07:35;R$ 20.806,00
Agendamento;AP;Idette Thyer;14/06/2023;Fraude;00:17:42;R$ 11.103,00
Agendamento;AM;Lilas Brahms;14/06/2023;Aprovação;00:10:17;R$ 1.560,00
Contato;MA;Idette Thyer;14/06/2023;Pendência;00:26:47;R$ 941,00
Agendamento;PB;Gavrielle O' Neligan;14/06/2023;Fraude;00:16:42;R$ 9.483,00
Agendamento;AP;Bank Vertigan;14/06/2023;Pendência;00:03:37;R$ 4.601,00
Contato;AL;Osgood Castaignet;14/06/2023;Aprovação;00:21:56;R$ 5.724,00
Contato;SC;Joli Trebilcock;14/06/2023;Pendência;00:03:10;R$ 702,00
Contato;MS;Byron Fairbard;14/06/2023;Aprovação;00:24:04;R$ 11.864,00
Vendas;MG;Gavrielle O' Neligan;14/06/2023;Fraude;00:02:32;R$ 5.686,00
Agendamento;PE;Kenyon Baugh;14/06/2023;Aprovação;00:29:04;R$ 22.037,00
Agendamento;DF;Christoforo Colquyte;14/06/2023;Aprovação;00:25:43;R$ 4.091,00
Vendas;DF;Sianna Maypowder;14/06/2023;Aprovação;00:17:20;R$ 16.884,00
Agendamento;SE;Stuart Sarl;14/06/2023;Fraude;00:02:29;R$ 1.455,00
Agendamento;RO;Christoforo Colquyte;14/06/2023;Aprovação;00:15:15;R$ 3.173,00
Vendas;RR;Obadiah Kinde;14/06/2023;Reprova;00:25:40;R$ 6.942,00
Agendamento;RS;Shanda Ismay;14/06/2023;Fraude;00:03:10;R$ 22.893,00
Agendamento;MT;Erma Larn;14/06/2023;Fraude;00:05:17;R$ 21.849,00
Vendas;PR;Christean Birrel;14/06/2023;Fraude;00:07:12;R$ 19.793,00
Contato;MS;Gavrielle O' Neligan;14/06/2023;Fraude;00:02:25;R$ 17.362,00
Agendamento;RN;Leonardo Davion;14/06/2023;Reprova;00:13:08;R$ 14.278,00
Contato;RR;Idette Thyer;14/06/2023;Fraude;00:08:05;R$ 12.061,00
Contato;PR;Osgood Castaignet;14/06/2023;Aprovação;00:22:53;R$ 3.582,00
Contato;MS;Carol-jean Bortolotti;14/06/2023;Aprovação;00:06:08;R$ 18.238,00
Contato;AL;Natal Domoney;14/06/2023;Aprovação;00:09:38;R$ 7.768,00
Vendas;BA;Bank Vertigan;14/06/2023;Aprovação;00:08:58;R$ 1.537,00
Agendamento;MT;Byron Fairbard;14/06/2023;Aprovação;00:08:00;R$ 4.100,00
Agendamento;BA;Lilas Brahms;14/06/2023;Fraude;00:11:15;R$ 17.561,00
Contato;ES;Christean Birrel;14/06/2023;Aprovação;00:07:21;R$ 9.781,00
Agendamento;MG;Jermain Tolle;14/06/2023;Fraude;00:19:30;R$ 11.542,00
Contato;SC;Cathryn MacGibbon;14/06/2023;Aprovação;00:11:06;R$ 21.780,00
Vendas;AM;Natal Domoney;14/06/2023;Aprovação;00:25:13;R$ 7.295,00
Agendamento;TO;Jermain Tolle;14/06/2023;Aprovação;00:20:54;R$ 23.319,00
Agendamento;SE;Byron Fairbard;14/06/2023;Aprovação;00:12:26;R$ 6.117,00
Contato;SE;Christean Birrel;14/06/2023;Fraude;00:02:38;R$ 7.404,00
Vendas;PB;Idette Thyer;14/06/2023;Aprovação;00:19:35;R$ 16.716,00
Vendas;BA;Idette Thyer;14/06/2023;Fraude;00:16:59;R$ 17.803,00
Contato;AM;Stuart Sarl;14/06/2023;Reprova;00:25:13;R$ 16.522,00
Contato;AL;Sianna Maypowder;14/06/2023;Aprovação;00:29:23;R$ 13.399,00
Agendamento;MG;Joli Trebilcock;14/06/2023;Pendência;00:03:13;R$ 9.291,00
Vendas;RR;Lucie Mongan;14/06/2023;Pendência;00:22:26;R$ 10.332,00
Vendas;MT;Lucie Mongan;14/06/2023;Fraude;00:05:29;R$ 19.286,00
Contato;TO;Jermain Tolle;14/06/2023;Fraude;00:23:44;R$ 19.761,00
Contato;MS;Joli Trebilcock;14/06/2023;Aprovação;00:18:28;R$ 21.106,00
Agendamento;RN;Jodi Moyle;14/06/2023;Aprovação;00:26:06;R$ 8.509,00
Vendas;ES;Joli Trebilcock;14/06/2023;Fraude;00:26:11;R$ 9.149,00
Vendas;PR;Serena Bale;14/06/2023;Pendência;00:20:58;R$ 13.693,00
Agendamento;PR;Idette Thyer;14/06/2023;Fraude;00:03:15;R$ 1.011,00
Agendamento;PE;Lucie Mongan;14/06/2023;Fraude;00:02:06;R$ 10.801,00
Vendas;DF;Cathryn MacGibbon;14/06/2023;Fraude;00:19:43;R$ 17.444,00
Contato;SC;Abbie Capin;14/06/2023;Aprovação;00:10:42;R$ 23.015,00
Contato;SC;Sianna Maypowder;14/06/2023;Aprovação;00:15:35;R$ 2.018,00
Contato;AC;Tawsha Fincher;14/06/2023;Pendência;00:04:47;R$ 24.166,00
Vendas;BA;Carol-jean Bortolotti;14/06/2023;Fraude;00:04:47;R$ 8.085,00
Agendamento;PB;Serena Bale;14/06/2023;Aprovação;00:10:26;R$ 7.216,00
Vendas;MT;Shanda Ismay;14/06/2023;Aprovação;00:20:01;R$ 20.499,00
Contato;ES;Kenyon Baugh;14/06/2023;Reprova;00:14:23;R$ 9.940,00
Contato;AL;Joli Trebilcock;14/06/2023;Aprovação;00:04:33;R$ 10.547,00
Agendamento;AP;Leonardo Davion;14/06/2023;Aprovação;00:29:41;R$ 16.498,00
Contato;RS;Boyce Tennant;14/06/2023;Aprovação;00:15:17;R$ 23.996,00
Contato;PE;Natal Domoney;14/06/2023;Aprovação;00:17:53;R$ 18.910,00
Contato;AP;Tawsha Fincher;14/06/2023;Aprovação;00:04:02;R$ 24.277,00
Contato;AP;Bank Vertigan;14/06/2023;Aprovação;00:12:00;R$ 23.734,00
Vendas;DF;Sianna Maypowder;14/06/2023;Pendência;00:23:06;R$ 6.776,00
Agendamento;PR;Seth Coley;14/06/2023;Fraude;00:15:01;R$ 21.533,00
Vendas;MG;Katya Craghead;14/06/2023;Fraude;00:27:10;R$ 13.225,00
Vendas;DF;Lucie Mongan;14/06/2023;Fraude;00:07:49;R$ 24.504,00
Vendas;RO;Jermain Tolle;14/06/2023;Fraude;00:22:20;R$ 8.851,00
Vendas;AP;Natal Domoney;14/06/2023;Reprova;00:21:11;R$ 16.224,00
Contato;PE;Serena Bale;14/06/2023;Reprova;00:02:24;R$ 4.291,00
Contato;PI;Idette Thyer;14/06/2023;Aprovação;00:02:25;R$ 20.640,00
Agendamento;TO;Bank Vertigan;14/06/2023;Aprovação;00:27:21;R$ 8.440,00
Contato;PE;Natal Domoney;14/06/2023;Aprovação;00:10:07;R$ 6.913,00
Vendas;AP;Carol-jean Bortolotti;14/06/2023;Pendência;00:25:33;R$ 15.458,00
Contato;SC;Idette Thyer;14/06/2023;Reprova;00:28:44;R$ 3.060,00
Vendas;ES;Leonardo Davion;14/06/2023;Fraude;00:09:21;R$ 2.176,00
Agendamento;AC;Shanda Ismay;14/06/2023;Aprovação;00:25:20;R$ 19.012,00
Agendamento;AL;Katya Craghead;14/06/2023;Aprovação;00:14:41;R$ 12.923,00
Vendas;AM;Osgood Castaignet;14/06/2023;Aprovação;00:02:39;R$ 4.581,00
Vendas;RO;Osgood Castaignet;14/06/2023;Fraude;00:15:23;R$ 24.744,00
Contato;RR;Carlita Yoakley;14/06/2023;Fraude;00:12:17;R$ 17.280,00
Contato;ES;Boyce Tennant;14/06/2023;Pendência;00:23:29;R$ 24.551,00
Contato;PR;Rolland d'Escoffier;14/06/2023;Pendência;00:29:58;R$ 10.449,00
Vendas;RN;Rolland d'Escoffier;14/06/2023;Reprova;00:27:27;R$ 13.493,00
Agendamento;DF;Gavrielle O' Neligan;14/06/2023;Aprovação;00:01:45;R$ 16.600,00
Agendamento;SP;Jermain Tolle;14/06/2023;Pendência;00:10:40;R$ 19.795,00
Agendamento;RO;Bank Vertigan;14/06/2023;Aprovação;00:12:04;R$ 16.016,00
Contato;AC;Leonardo Davion;14/06/2023;Aprovação;00:09:33;R$ 2.849,00
Contato;PA;Gavrielle O' Neligan;14/06/2023;Fraude;00:19:53;R$ 14.087,00
Agendamento;BA;Lucie Mongan;14/06/2023;Fraude;00:06:59;R$ 2.475,00
Agendamento;SC;Lucie Mongan;14/06/2023;Fraude;00:29:25;R$ 14.659,00
Agendamento;MS;Seth Coley;14/06/2023;Fraude;00:19:57;R$ 9.512,00
Vendas;AM;Jermain Tolle;14/06/2023;Aprovação;00:23:28;R$ 23.173,00
Contato;MG;Cathryn MacGibbon;14/06/2023;Aprovação;00:01:22;R$ 13.784,00
Vendas;AC;Katya Craghead;14/06/2023;Fraude;00:09:34;R$ 20.788,00
Vendas;AC;Shanda Ismay;14/06/2023;Pendência;00:27:22;R$ 15.136,00
Contato;CE;Lilas Brahms;14/06/2023;Aprovação;00:13:03;R$ 11.261,00
Agendamento;SE;Carol-jean Bortolotti;14/06/2023;Aprovação;00:24:09;R$ 3.890,00
Vendas;RS;Leonardo Davion;14/06/2023;Fraude;00:25:16;R$ 14.320,00
Contato;PE;Carlita Yoakley;14/06/2023;Aprovação;00:16:18;R$ 9.405,00
Agendamento;TO;Jermain Tolle;14/06/2023;Reprova;00:04:52;R$ 2.501,00
Agendamento;PA;Tawsha Fincher;14/06/2023;Pendência;00:02:27;R$ 13.202,00
Vendas;DF;Joli Trebilcock;14/06/2023;Pendência;00:29:59;R$ 11.530,00
Agendamento;GO;Christoforo Colquyte;14/06/2023;Aprovação;00:07:56;R$ 2.562,00
Vendas;MT;Osgood Castaignet;14/06/2023;Aprovação;00:25:48;R$ 12.799,00
Contato;GO;Serena Bale;14/06/2023;Aprovação;00:09:27;R$ 13.428,00
Vendas;CE;Byron Fairbard;14/06/2023;Aprovação;00:14:05;R$ 20.783,00
Agendamento;RJ;Christoforo Colquyte;14/06/2023;Aprovação;00:18:19;R$ 22.818,00
Contato;RJ;Leonardo Davion;14/06/2023;Fraude;00:05:13;R$ 15.262,00
Contato;DF;Lilas Brahms;14/06/2023;Pendência;00:08:23;R$ 12.952,00
Vendas;DF;Stuart Sarl;14/06/2023;Reprova;00:14:40;R$ 20.571,00
Agendamento;PI;Tawsha Fincher;14/06/2023;Aprovação;00:29:51;R$ 24.785,00
Vendas;PI;Kenyon Baugh;14/06/2023;Reprova;00:24:56;R$ 3.050,00
Vendas;DF;Erma Larn;14/06/2023;Pendência;00:17:53;R$ 6.800,00
Contato;RS;Shanda Ismay;14/06/2023;Aprovação;00:15:04;R$ 24.479,00
Contato;MS;Lucie Mongan;14/06/2023;Aprovação;00:12:58;R$ 9.753,00
Vendas;PR;Bank Vertigan;14/06/2023;Fraude;00:22:33;R$ 10.362,00
Agendamento;SE;Leonardo Davion;14/06/2023;Fraude;00:11:27;R$ 21.138,00
Agendamento;MG;Serena Bale;14/06/2023;Fraude;00:17:38;R$ 21.421,00
Vendas;BA;Osgood Castaignet;14/06/2023;Aprovação;00:13:09;R$ 19.573,00
Agendamento;MT;Leonardo Davion;14/06/2023;Reprova;00:01:46;R$ 306,00
Contato;SP;Joli Trebilcock;14/06/2023;Aprovação;00:03:18;R$ 19.989,00
Contato;PB;Leonardo Davion;14/06/2023;Reprova;00:06:02;R$ 3.153,00
Contato;MG;Erma Larn;14/06/2023;Aprovação;00:04:49;R$ 15.593,00
Agendamento;SE;Shanda Ismay;14/06/2023;Aprovação;00:11:35;R$ 11.009,00
Vendas;AC;Lucie Mongan;14/06/2023;Fraude;00:15:26;R$ 16.732,00
Agendamento;MG;Serena Bale;14/06/2023;Aprovação;00:19:01;R$ 20.978,00
Contato;MS;Lilas Brahms;14/06/2023;Reprova;00:05:27;R$ 10.369,00
Contato;MS;Sianna Maypowder;14/06/2023;Aprovação;00:08:27;R$ 347,00
Vendas;AL;Cathryn MacGibbon;14/06/2023;Fraude;00:12:28;R$ 9.785,00
Agendamento;PE;Christean Birrel;14/06/2023;Aprovação;00:25:15;R$ 21.729,00
Agendamento;MS;Carlita Yoakley;14/06/2023;Aprovação;00:05:43;R$ 777,00
Agendamento;BA;Joli Trebilcock;14/06/2023;Fraude;00:18:04;R$ 17.367,00
Contato;SP;Jodi Moyle;14/06/2023;Aprovação;00:20:40;R$ 24.450,00
Agendamento;PI;Sianna Maypowder;14/06/2023;Reprova;00:07:08;R$ 12.196,00
Vendas;ES;Cathryn MacGibbon;14/06/2023;Fraude;00:19:26;R$ 16.130,00
Contato;RJ;Osgood Castaignet;14/06/2023;Aprovação;00:03:49;R$ 11.352,00
Vendas;ES;Erma Larn;14/06/2023;Pendência;00:18:36;R$ 12.619,00
Contato;GO;Cathryn MacGibbon;14/06/2023;Aprovação;00:02:03;R$ 11.457,00
Agendamento;PI;Stuart Sarl;14/06/2023;Aprovação;00:01:29;R$ 4.731,00
Agendamento;SE;Cathryn MacGibbon;14/06/2023;Aprovação;00:25:15;R$ 3.136,00
Vendas;GO;Jermain Tolle;14/06/2023;Aprovação;00:26:07;R$ 13.632,00
Agendamento;SC;Gavrielle O' Neligan;14/06/2023;Aprovação;00:14:05;R$ 7.531,00
Agendamento;PA;Abbie Capin;14/06/2023;Fraude;00:17:00;R$ 11.871,00
Vendas;PI;Leonardo Davion;14/06/2023;Aprovação;00:03:50;R$ 5.994,00
Vendas;RJ;Lucie Mongan;14/06/2023;Fraude;00:07:33;R$ 22.902,00
Agendamento;MG;Osgood Castaignet;14/06/2023;Aprovação;00:26:57;R$ 20.627,00
Vendas;RJ;Rolland d'Escoffier;14/06/2023;Pendência;00:28:52;R$ 12.751,00
Agendamento;DF;Idette Thyer;14/06/2023;Aprovação;00:19:50;R$ 1.644,00
Contato;SP;Rolland d'Escoffier;14/06/2023;Fraude;00:11:11;R$ 2.287,00
Vendas;TO;Lilas Brahms;14/06/2023;Aprovação;00:13:17;R$ 14.888,00
Contato;AP;Christoforo Colquyte;14/06/2023;Fraude;00:14:59;R$ 21.555,00
Agendamento;SE;Abbie Capin;14/06/2023;Fraude;00:12:24;R$ 14.563,00
Agendamento;TO;Obadiah Kinde;14/06/2023;Reprova;00:22:53;R$ 20.177,00
Contato;AP;Boyce Tennant;14/06/2023;Fraude;00:29:07;R$ 16.657,00
Contato;SP;Christean Birrel;14/06/2023;Reprova;00:26:07;R$ 511,00
Agendamento;RR;Obadiah Kinde;14/06/2023;Aprovação;00:13:27;R$ 12.494,00
Vendas;SP;Stuart Sarl;14/06/2023;Pendência;00:02:07;R$ 10.772,00
Agendamento;CE;Sianna Maypowder;14/06/2023;Pendência;00:22:27;R$ 17.246,00
Agendamento;RR;Christoforo Colquyte;14/06/2023;Aprovação;00:01:03;R$ 4.362,00
Contato;AP;Jodi Moyle;14/06/2023;Aprovação;00:11:25;R$ 9.024,00
Contato;SE;Carol-jean Bortolotti;14/06/2023;Aprovação;00:15:37;R$ 4.674,00
Vendas;AC;Carlita Yoakley;14/06/2023;Fraude;00:01:02;R$ 24.017,00
Vendas;AL;Shanda Ismay;14/06/2023;Fraude;00:14:56;R$ 9.789,00
Agendamento;PA;Christean Birrel;14/06/2023;Pendência;00:26:25;R$ 19.931,00
Agendamento;PA;Tawsha Fincher;14/06/2023;Aprovação;00:01:24;R$ 5.544,00
Vendas;PA;Gavrielle O' Neligan;14/06/2023;Aprovação;00:15:01;R$ 1.818,00
Agendamento;CE;Christoforo Colquyte;14/06/2023;Fraude;00:26:52;R$ 22.621,00
Vendas;AP;Shanda Ismay;14/06/2023;Aprovação;00:20:21;R$ 540,00
Vendas;RR;Seth Coley;14/06/2023;Pendência;00:17:00;R$ 19.702,00
Vendas;ES;Gavrielle O' Neligan;14/06/2023;Pendência;00:16:51;R$ 15.588,00
Agendamento;DF;Byron Fairbard;14/06/2023;Aprovação;00:11:50;R$ 7.308,00
Agendamento;AP;Carlita Yoakley;14/06/2023;Aprovação;00:07:42;R$ 15.655,00
Vendas;TO;Stuart Sarl;14/06/2023;Aprovação;00:26:55;R$ 5.260,00
Contato;CE;Obadiah Kinde;14/06/2023;Fraude;00:05:14;R$ 11.617,00
Vendas;BA;Osgood Castaignet;14/06/2023;Aprovação;00:04:05;R$ 2.925,00
Contato;AC;Lilas Brahms;14/06/2023;Aprovação;00:28:34;R$ 16.425,00
Contato;PE;Christean Birrel;14/06/2023;Aprovação;00:06:15;R$ 18.014,00
Vendas;RR;Katya Craghead;14/06/2023;Aprovação;00:10:01;R$ 5.819,00
Contato;AP;Byron Fairbard;14/06/2023;Pendência;00:25:40;R$ 12.128,00
Vendas;RJ;Tawsha Fincher;14/06/2023;Aprovação;00:16:50;R$ 2.028,00
Vendas;SP;Tawsha Fincher;14/06/2023;Aprovação;00:04:58;R$ 20.217,00
Agendamento;DF;Jodi Moyle;14/06/2023;Pendência;00:23:54;R$ 18.582,00
Agendamento;RS;Abbie Capin;14/06/2023;Fraude;00:02:17;R$ 5.146,00
Vendas;PA;Osgood Castaignet;14/06/2023;Pendência;00:29:37;R$ 19.639,00
Agendamento;GO;Cathryn MacGibbon;14/06/2023;Aprovação;00:13:33;R$ 24.377,00
Vendas;RN;Boyce Tennant;14/06/2023;Aprovação;00:02:54;R$ 3.250,00
Vendas;RO;Boyce Tennant;14/06/2023;Aprovação;00:11:32;R$ 7.204,00
Agendamento;SC;Christoforo Colquyte;14/06/2023;Fraude;00:07:34;R$ 17.624,00
Vendas;RJ;Osgood Castaignet;14/06/2023;Fraude;00:01:58;R$ 16.894,00
Vendas;ES;Joli Trebilcock;14/06/2023;Aprovação;00:03:13;R$ 18.154,00
Vendas;MS;Katya Craghead;14/06/2023;Aprovação;00:12:44;R$ 11.719,00
Agendamento;MG;Christoforo Colquyte;14/06/2023;Pendência;00:06:43;R$ 14.374,00
Agendamento;SC;Erma Larn;14/06/2023;Aprovação;00:28:19;R$ 14.045,00
Vendas;SE;Bank Vertigan;14/06/2023;Aprovação;00:01:38;R$ 14.375,00
Contato;PR;Cathryn MacGibbon;14/06/2023;Fraude;00:06:53;R$ 23.481,00
Contato;AP;Tawsha Fincher;14/06/2023;Reprova;00:25:30;R$ 8.102,00
Vendas;RN;Shanda Ismay;14/06/2023;Reprova;00:23:10;R$ 12.166,00
Contato;SP;Erma Larn;14/06/2023;Fraude;00:25:18;R$ 3.173,00
Vendas;AM;Gavrielle O' Neligan;14/06/2023;Fraude;00:13:50;R$ 19.687,00
Vendas;RO;Erma Larn;14/06/2023;Aprovação;00:07:37;R$ 7.182,00
Contato;SE;Obadiah Kinde;14/06/2023;Aprovação;00:17:27;R$ 11.133,00
Vendas;PB;Osgood Castaignet;14/06/2023;Aprovação;00:27:53;R$ 1.679,00
Agendamento;AP;Lilas Brahms;14/06/2023;Aprovação;00:26:34;R$ 15.994,00
Contato;MT;Erma Larn;14/06/2023;Fraude;00:25:23;R$ 23.570,00
Contato;AM;Tawsha Fincher;14/06/2023;Fraude;00:19:41;R$ 4.475,00
Contato;AM;Carlita Yoakley;14/06/2023;Aprovação;00:17:17;R$ 9.188,00
Vendas;MG;Osgood Castaignet;14/06/2023;Reprova;00:21:39;R$ 17.880,00
Contato;RN;Joli Trebilcock;14/06/2023;Aprovação;00:23:10;R$ 261,00
Vendas;SC;Osgood Castaignet;14/06/2023;Pendência;00:18:03;R$ 11.727,00
Contato;AP;Lucie Mongan;15/06/2023;Reprova;00:23:20;R$ 16.077,00
Vendas;BA;Lucie Mongan;15/06/2023;Aprovação;00:29:35;R$ 2.398,00
Agendamento;GO;Christoforo Colquyte;15/06/2023;Aprovação;00:21:32;R$ 4.255,00
Contato;BA;Natal Domoney;15/06/2023;Fraude;00:16:07;R$ 911,00
Agendamento;PA;Abbie Capin;15/06/2023;Aprovação;00:13:26;R$ 24.611,00
Vendas;MS;Obadiah Kinde;15/06/2023;Aprovação;00:16:59;R$ 12.249,00
Vendas;ES;Jermain Tolle;15/06/2023;Fraude;00:20:51;R$ 225,00
Agendamento;ES;Erma Larn;15/06/2023;Aprovação;00:08:34;R$ 3.322,00
Vendas;SP;Shanda Ismay;15/06/2023;Aprovação;00:03:02;R$ 14.699,00
Vendas;AM;Bank Vertigan;15/06/2023;Fraude;00:13:33;R$ 16.862,00
Vendas;DF;Christean Birrel;15/06/2023;Reprova;00:07:01;R$ 18.085,00
Contato;MT;Carol-jean Bortolotti;15/06/2023;Aprovação;00:10:30;R$ 20.180,00
Agendamento;BA;Christoforo Colquyte;15/06/2023;Fraude;00:09:29;R$ 1.344,00
Agendamento;PB;Byron Fairbard;15/06/2023;Aprovação;00:26:40;R$ 23.099,00
Agendamento;ES;Kenyon Baugh;15/06/2023;Aprovação;00:02:11;R$ 765,00
Agendamento;PE;Idette Thyer;15/06/2023;Aprovação;00:24:16;R$ 11.286,00
Vendas;TO;Serena Bale;15/06/2023;Pendência;00:22:20;R$ 14.246,00
Vendas;MS;Christoforo Colquyte;15/06/2023;Aprovação;00:16:49;R$ 7.938,00
Vendas;MA;Joli Trebilcock;15/06/2023;Fraude;00:10:21;R$ 13.418,00
Vendas;BA;Stuart Sarl;15/06/2023;Aprovação;00:15:55;R$ 8.398,00
Contato;TO;Joli Trebilcock;15/06/2023;Fraude;00:09:34;R$ 936,00
Contato;SE;Cathryn MacGibbon;15/06/2023;Fraude;00:25:05;R$ 5.575,00
Agendamento;MA;Seth Coley;15/06/2023;Fraude;00:20:12;R$ 22.716,00
Vendas;RR;Serena Bale;15/06/2023;Aprovação;00:08:36;R$ 1.727,00
Vendas;RO;Byron Fairbard;15/06/2023;Fraude;00:05:05;R$ 14.506,00
Contato;DF;Seth Coley;15/06/2023;Reprova;00:26:40;R$ 4.525,00
Agendamento;RJ;Erma Larn;15/06/2023;Fraude;00:25:26;R$ 4.310,00
Contato;CE;Jodi Moyle;15/06/2023;Fraude;00:16:56;R$ 1.308,00
Vendas;RR;Carlita Yoakley;15/06/2023;Aprovação;00:01:31;R$ 7.784,00
Contato;RS;Boyce Tennant;15/06/2023;Fraude;00:04:14;R$ 9.723,00
Agendamento;MA;Boyce Tennant;15/06/2023;Aprovação;00:02:23;R$ 11.564,00
Vendas;RR;Lucie Mongan;15/06/2023;Aprovação;00:17:20;R$ 16.446,00
Contato;PR;Idette Thyer;15/06/2023;Aprovação;00:04:55;R$ 16.371,00
Contato;DF;Osgood Castaignet;15/06/2023;Aprovação;00:12:29;R$ 2.563,00
Vendas;PR;Katya Craghead;15/06/2023;Pendência;00:12:26;R$ 14.639,00
Contato;PE;Boyce Tennant;15/06/2023;Aprovação;00:24:46;R$ 1.419,00
Vendas;MT;Sianna Maypowder;15/06/2023;Aprovação;00:05:11;R$ 6.758,00
Contato;RR;Joli Trebilcock;15/06/2023;Aprovação;00:18:26;R$ 17.808,00
Contato;DF;Lilas Brahms;15/06/2023;Aprovação;00:18:47;R$ 21.901,00
Agendamento;PE;Carol-jean Bortolotti;15/06/2023;Aprovação;00:27:07;R$ 11.950,00
Agendamento;ES;Seth Coley;15/06/2023;Pendência;00:27:34;R$ 9.871,00
Vendas;SP;Carol-jean Bortolotti;15/06/2023;Aprovação;00:08:50;R$ 8.490,00
